Unique_ID,date,site,visit_number,surveyor,survery_start,survey_end,temp,start_sky,end_sky,bee_species,sex,flower_species,marked?,gps_point,notes
Nachusa2020_4940,8/17/2020,hook_larson,6,CRD,3:09:00 PM,3:37:00 PM,76,1,1,griseocollis,Male,MONFIS,,,
Nachusa2020_4941,8/17/2020,hook_larson,6,CRD,3:09:00 PM,3:37:00 PM,76,1,1,griseocollis,Male,MONFIS,,,
Nachusa2020_4942,8/17/2020,hook_larson,6,CRD,3:09:00 PM,3:37:00 PM,76,1,1,griseocollis,Male,MONFIS,,,
Nachusa2020_4943,8/17/2020,hook_larson,6,CRD,3:09:00 PM,3:37:00 PM,76,1,1,griseocollis,Male,MONFIS,,,
Nachusa2020_4944,8/17/2020,hook_larson,6,CRD,3:09:00 PM,3:37:00 PM,76,1,1,griseocollis,Male,MONFIS,,,
Nachusa2020_4945,8/17/2020,hook_larson,6,CRD,3:09:00 PM,3:37:00 PM,76,1,1,griseocollis,Male,MONFIS,,,
Nachusa2020_4946,8/17/2020,hook_larson,6,CRD,3:09:00 PM,3:37:00 PM,76,1,1,griseocollis,Male,MONFIS,,,
Nachusa2020_4947,8/17/2020,hook_larson,6,CRD,3:09:00 PM,3:37:00 PM,76,1,1,griseocollis,Male,MONFIS,,,
Nachusa2020_4948,8/17/2020,hook_larson,6,CRD,3:09:00 PM,3:37:00 PM,76,1,1,griseocollis,Male,MONFIS,,,
Nachusa2020_4949,8/17/2020,hook_larson,6,CRD,3:09:00 PM,3:37:00 PM,76,1,1,griseocollis,Male,MONFIS,,,
Nachusa2020_4950,8/17/2020,hook_larson,6,CRD,3:09:00 PM,3:37:00 PM,76,1,1,griseocollis,Male,MONFIS,,,
Nachusa2020_4951,8/17/2020,hook_larson,6,CRD,3:09:00 PM,3:37:00 PM,76,1,1,griseocollis,Male,MONFIS,,,
Nachusa2020_4952,8/17/2020,hook_larson,6,CRD,3:09:00 PM,3:37:00 PM,76,1,1,griseocollis,Male,MONFIS,,,
Nachusa2020_4953,8/17/2020,hook_larson,6,CRD,3:09:00 PM,3:37:00 PM,76,1,1,griseocollis,Male,MONFIS,,,
Nachusa2020_4954,8/17/2020,hook_larson,6,CRD,3:09:00 PM,3:37:00 PM,76,1,1,griseocollis,Male,MONFIS,,,
Nachusa2020_4955,8/17/2020,hook_larson,6,CRD,3:09:00 PM,3:37:00 PM,76,1,1,griseocollis,Male,MONFIS,,,
Nachusa2020_4956,8/17/2020,hook_larson,6,CRD,3:09:00 PM,3:37:00 PM,76,1,1,griseocollis,Male,MONFIS,,,
Nachusa2020_4957,8/17/2020,hook_larson,6,CRD,3:09:00 PM,3:37:00 PM,76,1,1,griseocollis,Male,MONFIS,,,
Nachusa2020_4958,8/17/2020,hook_larson,6,CRD,3:09:00 PM,3:37:00 PM,76,1,1,griseocollis,Male,MONFIS,,,
Nachusa2020_4959,8/17/2020,hook_larson,6,CRD,3:09:00 PM,3:37:00 PM,76,1,1,griseocollis,Male,MONFIS,,,
Nachusa2020_4960,8/17/2020,hook_larson,6,CRD,3:09:00 PM,3:37:00 PM,76,1,1,griseocollis,Male,MONFIS,,,
Nachusa2020_4961,8/17/2020,hook_larson,6,CRD,3:09:00 PM,3:37:00 PM,76,1,1,griseocollis,Male,MONFIS,,,
Nachusa2020_4962,8/17/2020,hook_larson,6,CRD,3:09:00 PM,3:37:00 PM,76,1,1,griseocollis,Male,MONFIS,,,
Nachusa2020_4963,8/17/2020,hook_larson,6,CRD,3:09:00 PM,3:37:00 PM,76,1,1,griseocollis,Male,MONFIS,,,
Nachusa2020_4964,8/17/2020,hook_larson,6,CRD,3:09:00 PM,3:37:00 PM,76,1,1,griseocollis,Male,MONFIS,,,
Nachusa2020_4965,8/17/2020,hook_larson,6,CRD,3:09:00 PM,3:37:00 PM,76,1,1,griseocollis,Male,MONFIS,,,
Nachusa2020_4966,8/17/2020,hook_larson,6,CRD,3:09:00 PM,3:37:00 PM,76,1,1,griseocollis,Male,MONFIS,,,
Nachusa2020_4967,8/17/2020,hook_larson,6,CRD,3:09:00 PM,3:37:00 PM,76,1,1,griseocollis,Male,MONFIS,,,
Nachusa2020_4968,8/17/2020,hook_larson,6,CRD,3:09:00 PM,3:37:00 PM,76,1,1,griseocollis,Male,MONFIS,,,
Nachusa2020_4969,8/17/2020,hook_larson,6,CRD,3:09:00 PM,3:37:00 PM,76,1,1,griseocollis,Male,MONFIS,,,
Nachusa2020_4970,8/17/2020,hook_larson,6,CRD,3:09:00 PM,3:37:00 PM,76,1,1,griseocollis,Male,MONFIS,,,
Nachusa2020_4971,8/17/2020,hook_larson,6,CRD,3:09:00 PM,3:37:00 PM,76,1,1,griseocollis,Male,MONFIS,,,
Nachusa2020_4972,8/17/2020,hook_larson,6,CRD,3:09:00 PM,3:37:00 PM,76,1,1,griseocollis,Male,MONFIS,,,
Nachusa2020_4973,8/17/2020,hook_larson,6,CRD,3:09:00 PM,3:37:00 PM,76,1,1,griseocollis,Male,MONFIS,,,
Nachusa2020_4974,8/17/2020,hook_larson,6,CRD,3:09:00 PM,3:37:00 PM,76,1,1,griseocollis,Male,MONFIS,,,
Nachusa2020_4975,8/17/2020,hook_larson,6,CRD,3:09:00 PM,3:37:00 PM,76,1,1,griseocollis,Male,MONFIS,,,
Nachusa2020_4976,8/17/2020,hook_larson,6,CRD,3:09:00 PM,3:37:00 PM,76,1,1,griseocollis,Male,MONFIS,,,
Nachusa2020_4977,8/17/2020,hook_larson,6,CRD,3:09:00 PM,3:37:00 PM,76,1,1,griseocollis,Male,MONFIS,,,
Nachusa2020_4978,8/17/2020,hook_larson,6,CRD,3:09:00 PM,3:37:00 PM,76,1,1,griseocollis,Male,MONFIS,,,
Nachusa2020_4979,8/17/2020,hook_larson,6,CRD,3:09:00 PM,3:37:00 PM,76,1,1,griseocollis,Male,MONFIS,,,
Nachusa2020_4980,8/17/2020,hook_larson,6,CRD,3:09:00 PM,3:37:00 PM,76,1,1,griseocollis,Male,MONFIS,,,
Nachusa2020_4981,8/17/2020,hook_larson,6,CRD,3:09:00 PM,3:37:00 PM,76,1,1,griseocollis,Male,MONFIS,,,
Nachusa2020_4982,8/17/2020,hook_larson,6,CRD,3:09:00 PM,3:37:00 PM,76,1,1,griseocollis,Male,MONFIS,,,
Nachusa2020_4983,8/17/2020,hook_larson,6,CRD,3:09:00 PM,3:37:00 PM,76,1,1,impatiens,Female,MONFIS,,,
Nachusa2020_4984,8/17/2020,hook_larson,6,CRD,3:09:00 PM,3:37:00 PM,76,1,1,impatiens,Female,MONFIS,,,
Nachusa2020_4985,8/17/2020,hook_larson,6,CRD,3:09:00 PM,3:37:00 PM,76,1,1,impatiens,Female,MONFIS,,,
Nachusa2020_4986,8/17/2020,hook_larson,6,CRD,3:09:00 PM,3:37:00 PM,76,1,1,impatiens,Female,MONFIS,,,
Nachusa2020_4987,8/17/2020,hook_larson,6,CRD,3:09:00 PM,3:37:00 PM,76,1,1,impatiens,Female,MONFIS,,,
Nachusa2020_4988,8/17/2020,hook_larson,6,CRD,3:09:00 PM,3:37:00 PM,76,1,1,impatiens,Female,MONFIS,,,
Nachusa2020_4989,8/17/2020,hook_larson,6,CRD,3:09:00 PM,3:37:00 PM,76,1,1,impatiens,Female,MONFIS,,,
Nachusa2020_4990,8/17/2020,hook_larson,6,CRD,3:09:00 PM,3:37:00 PM,76,1,1,impatiens,Female,MONFIS,,,
Nachusa2020_4991,8/17/2020,hook_larson,6,CRD,3:09:00 PM,3:37:00 PM,76,1,1,impatiens,Female,MONFIS,,,
Nachusa2020_4992,8/17/2020,hook_larson,6,CRD,3:09:00 PM,3:37:00 PM,76,1,1,impatiens,Female,MONFIS,,,
Nachusa2020_4993,8/17/2020,hook_larson,6,CRD,3:09:00 PM,3:37:00 PM,76,1,1,impatiens,Female,MONFIS,,,
Nachusa2020_4994,8/17/2020,hook_larson,6,CRD,3:09:00 PM,3:37:00 PM,76,1,1,impatiens,Female,MONFIS,,,
Nachusa2020_4995,8/17/2020,hook_larson,6,CRD,3:09:00 PM,3:37:00 PM,76,1,1,impatiens,Female,MONFIS,,,
Nachusa2020_4996,8/17/2020,hook_larson,6,CRD,3:09:00 PM,3:37:00 PM,76,1,1,impatiens,Female,MONFIS,,,
Nachusa2020_4997,8/17/2020,hook_larson,6,CRD,3:09:00 PM,3:37:00 PM,76,1,1,impatiens,Female,MONFIS,,,
Nachusa2020_4998,8/17/2020,hook_larson,6,CRD,3:09:00 PM,3:37:00 PM,76,1,1,impatiens,Female,MONFIS,,,
Nachusa2020_4999,8/17/2020,hook_larson,6,CRD,3:09:00 PM,3:37:00 PM,76,1,1,impatiens,Female,MONFIS,,,
Nachusa2020_5000,8/17/2020,hook_larson,6,CRD,3:09:00 PM,3:37:00 PM,76,1,1,impatiens,Female,MONFIS,,,
Nachusa2020_5001,8/17/2020,hook_larson,6,CRD,3:09:00 PM,3:37:00 PM,76,1,1,impatiens,Female,MONFIS,,,
Nachusa2020_5002,8/17/2020,hook_larson,6,CRD,3:09:00 PM,3:37:00 PM,76,1,1,impatiens,Female,MONFIS,,,
Nachusa2020_5003,8/17/2020,hook_larson,6,CRD,3:09:00 PM,3:37:00 PM,76,1,1,impatiens,Female,MONFIS,,,
Nachusa2020_5004,8/17/2020,hook_larson,6,CRD,3:09:00 PM,3:37:00 PM,76,1,1,impatiens,Female,MONFIS,,,
Nachusa2020_5005,8/17/2020,hook_larson,6,CRD,3:09:00 PM,3:37:00 PM,76,1,1,impatiens,Female,MONFIS,,,
Nachusa2020_5006,8/17/2020,hook_larson,6,CRD,3:09:00 PM,3:37:00 PM,76,1,1,impatiens,Female,MONFIS,,,
Nachusa2020_5007,8/17/2020,hook_larson,6,CRD,3:09:00 PM,3:37:00 PM,76,1,1,impatiens,Female,MONFIS,,,
Nachusa2020_5008,8/17/2020,hook_larson,6,CRD,3:09:00 PM,3:37:00 PM,76,1,1,impatiens,Female,MONFIS,,,
Nachusa2020_5009,8/17/2020,hook_larson,6,CRD,3:09:00 PM,3:37:00 PM,76,1,1,impatiens,Female,MONFIS,,,
Nachusa2020_5010,8/17/2020,hook_larson,6,CRD,3:09:00 PM,3:37:00 PM,76,1,1,impatiens,Female,MONFIS,,,
Nachusa2020_5011,8/17/2020,hook_larson,6,CRD,3:09:00 PM,3:37:00 PM,76,1,1,impatiens,Female,MONFIS,,,
Nachusa2020_5012,8/17/2020,hook_larson,6,CRD,3:09:00 PM,3:37:00 PM,76,1,1,griseocollis,Female,MONFIS,,,
Nachusa2020_5013,8/17/2020,hook_larson,6,CRD,3:09:00 PM,3:37:00 PM,76,1,1,griseocollis,Female,MONFIS,,,
Nachusa2020_5014,8/17/2020,hook_larson,6,CRD,3:09:00 PM,3:37:00 PM,76,1,1,griseocollis,Female,MONFIS,,,
Nachusa2020_5015,8/17/2020,hook_larson,6,CRD,3:09:00 PM,3:37:00 PM,76,1,1,griseocollis,Female,MONFIS,,,
Nachusa2020_5016,8/17/2020,hook_larson,6,CRD,3:09:00 PM,3:37:00 PM,76,1,1,griseocollis,Female,MONFIS,,,
Nachusa2020_5017,8/17/2020,hook_larson,6,CRD,3:09:00 PM,3:37:00 PM,76,1,1,griseocollis,Female,MONFIS,,,
Nachusa2020_5018,8/17/2020,hook_larson,6,CRD,3:09:00 PM,3:37:00 PM,76,1,1,impatiens,Female,TRIPRA,,,
Nachusa2020_5019,8/17/2020,hook_larson,6,CRD,3:09:00 PM,3:37:00 PM,76,1,1,auricomus,Male,MONFIS,,,
Nachusa2020_5020,8/17/2020,hook_larson,6,CRD,3:09:00 PM,3:37:00 PM,76,1,1,auricomus,Male,MONFIS,,,
Nachusa2020_5021,8/17/2020,hook_larson,6,CRD,3:09:00 PM,3:37:00 PM,76,1,1,auricomus,Male,MONFIS,,,
Nachusa2020_5022,8/17/2020,hook_larson,6,CRD,3:09:00 PM,3:37:00 PM,76,1,1,auricomus,Female,CIRDIS,,,
Nachusa2020_5023,8/17/2020,hook_larson,6,CRD,3:09:00 PM,3:37:00 PM,76,1,1,auricomus,Female,CIRDIS,,,
Nachusa2020_5024,8/17/2020,hook_larson,6,CRD,3:09:00 PM,3:37:00 PM,76,1,1,auricomus,Female,CIRDIS,,,
Nachusa2020_5025,8/17/2020,hook_larson,6,CRD,3:09:00 PM,3:37:00 PM,76,1,1,auricomus,Female,CIRDIS,,,
Nachusa2020_5026,8/17/2020,hook_larson,6,CRD,3:09:00 PM,3:37:00 PM,76,1,1,auricomus,Female,CIRDIS,,,
Nachusa2020_5027,8/17/2020,hook_larson,6,CRD,3:09:00 PM,3:37:00 PM,76,1,1,auricomus,Female,MONFIS,,,
Nachusa2020_5028,8/17/2020,hook_larson,6,CRD,3:09:00 PM,3:37:00 PM,76,1,1,auricomus,Female,MONFIS,,,
Nachusa2020_5029,8/17/2020,hook_larson,6,CRD,3:09:00 PM,3:37:00 PM,76,1,1,auricomus,Female,MONFIS,,,
Nachusa2020_5030,8/17/2020,hook_larson,6,CRD,3:09:00 PM,3:37:00 PM,76,1,1,auricomus,Female,MONFIS,,,
Nachusa2020_5031,8/17/2020,hook_larson,6,CRD,3:09:00 PM,3:37:00 PM,76,1,1,auricomus,Female,MONFIS,,,
Nachusa2020_5032,8/17/2020,hook_larson,6,CRD,3:09:00 PM,3:37:00 PM,76,1,1,auri/pens,Female,CIRDIS,,,
Nachusa2020_5033,8/17/2020,hook_larson,6,CRD,3:09:00 PM,3:37:00 PM,76,1,1,auricomus,Male,CIRDIS,,,
Nachusa2020_5034,8/17/2020,hook_larson,6,CRD,3:09:00 PM,3:37:00 PM,76,1,1,griseocollis,Male,CIRDIS,,,
Nachusa2020_5035,8/17/2020,hook_larson,6,CRD,3:09:00 PM,3:37:00 PM,76,1,1,griseocollis,Male,CIRDIS,,,
Nachusa2020_5036,8/17/2020,hook_larson,6,CRD,3:09:00 PM,3:37:00 PM,76,1,1,auricomus,Male,TRIPRA,,,
Nachusa2020_5037,8/17/2020,hook_larson,6,CRD,3:09:00 PM,3:37:00 PM,76,1,1,impatiens,Female,CIRDIS,,,
Nachusa2020_5038,8/17/2020,hook_larson,6,CRD,3:09:00 PM,3:37:00 PM,76,1,1,impatiens,Female,CIRDIS,,,
Nachusa2020_5039,8/17/2020,hook_larson,6,CRD,3:09:00 PM,3:37:00 PM,76,1,1,impatiens,Male,MONFIS,,,
Nachusa2020_5040,8/17/2020,hook_larson,6,CRD,3:09:00 PM,3:37:00 PM,76,1,1,impatiens,Male,MONFIS,,,
Nachusa2020_5041,8/17/2020,hook_larson,6,CRD,3:09:00 PM,3:37:00 PM,76,1,1,affinis,Female,MONFIS,,,
Nachusa2020_5042,8/17/2020,hook_larson,6,CRD,3:09:00 PM,3:37:00 PM,76,1,1,fervidus,Female,MONFIS,,,
Nachusa2020_5043,8/17/2020,holland_prairie_west,8,CRD,4:05:00 PM,4:27:00 PM,77,1,1,impatiens,Female,GENALB,,,
Nachusa2020_5044,8/17/2020,holland_prairie_west,8,CRD,4:05:00 PM,4:27:00 PM,77,1,1,impatiens,Female,GENALB,,,
Nachusa2020_5045,8/17/2020,holland_prairie_west,8,CRD,4:05:00 PM,4:27:00 PM,77,1,1,impatiens,Female,GENALB,,,
Nachusa2020_5046,8/17/2020,holland_prairie_west,8,CRD,4:05:00 PM,4:27:00 PM,77,1,1,impatiens,Female,GENALB,,,
Nachusa2020_5047,8/17/2020,holland_prairie_west,8,CRD,4:05:00 PM,4:27:00 PM,77,1,1,pensylvanicus,Female,GENALB,,,
Nachusa2020_5048,8/17/2020,holland_prairie_west,8,CRD,4:05:00 PM,4:27:00 PM,77,1,1,vagans,Female,GENALB,,,
Nachusa2020_5049,8/17/2020,holland_prairie_west,8,CRD,4:05:00 PM,4:27:00 PM,77,1,1,impatiens,Female,SILINT,,,
Nachusa2020_5050,8/17/2020,holland_prairie_west,8,CRD,4:05:00 PM,4:27:00 PM,77,1,1,pensylvanicus,Female,GENALB,,,
Nachusa2020_5051,8/18/2020,sanders_unit,5,CRD,8:31:00 AM,8:54:00 AM,66,1,1,rufocinctus,Female,CORTRI,,,
Nachusa2020_5052,8/18/2020,sanders_unit,5,CRD,8:31:00 AM,8:54:00 AM,66,1,1,rufocinctus,Female,CORTRI,,,
Nachusa2020_5053,8/18/2020,sanders_unit,5,CRD,8:31:00 AM,8:54:00 AM,66,1,1,rufocinctus,Male,CORTRI,,,
Nachusa2020_5054,8/18/2020,sanders_unit,5,CRD,8:31:00 AM,8:54:00 AM,66,1,1,impatiens,Female,SILLAN,,,
Nachusa2020_5055,8/18/2020,sanders_unit,5,CRD,8:31:00 AM,8:54:00 AM,66,1,1,vagans,Female,CHAFAS,,,
Nachusa2020_5056,8/18/2020,sanders_unit,5,CRD,8:31:00 AM,8:54:00 AM,66,1,1,vagans,Female,CHAFAS,,,
Nachusa2020_5057,8/18/2020,sanders_unit,5,CRD,8:31:00 AM,8:54:00 AM,66,1,1,fervidus,Female,CHAFAS,,,
Nachusa2020_5058,8/18/2020,sanders_unit,5,CRD,8:31:00 AM,8:54:00 AM,66,1,1,pensylvanicus,Female,GENALB,,,
Nachusa2020_5059,8/18/2020,sanders_unit,5,CRD,8:31:00 AM,8:54:00 AM,66,1,1,fervidus,Female,GENALB,,,
Nachusa2020_5060,8/18/2020,sanders_unit,5,CRD,8:31:00 AM,8:54:00 AM,66,1,1,auricomus,Female,GENALB,,,
Nachusa2020_5061,8/18/2020,sanders_unit,5,CRD,8:31:00 AM,8:54:00 AM,66,1,1,impatiens,Female,CHAFAS,,,
Nachusa2020_5062,8/18/2020,sanders_unit,5,CRD,8:31:00 AM,8:54:00 AM,66,1,1,impatiens,Female,CHAFAS,,,
Nachusa2020_5063,8/18/2020,sanders_unit,5,CRD,8:31:00 AM,8:54:00 AM,66,1,1,impatiens,Female,CHAFAS,,,
Nachusa2020_5064,8/18/2020,sanders_unit,5,CRD,8:31:00 AM,8:54:00 AM,66,1,1,impatiens,Female,CHAFAS,,,
Nachusa2020_5065,8/18/2020,sanders_unit,5,CRD,8:31:00 AM,8:54:00 AM,66,1,1,impatiens,Female,CHAFAS,,,
Nachusa2020_5066,8/18/2020,sanders_unit,5,CRD,8:31:00 AM,8:54:00 AM,66,1,1,impatiens,Female,CHAFAS,,,
Nachusa2020_5067,8/18/2020,sanders_unit,5,CRD,8:31:00 AM,8:54:00 AM,66,1,1,impatiens,Female,CHAFAS,,,
Nachusa2020_5068,8/18/2020,sanders_unit,5,CRD,8:31:00 AM,8:54:00 AM,66,1,1,impatiens,Female,CHAFAS,,,
Nachusa2020_5069,8/18/2020,sanders_unit,5,CRD,8:31:00 AM,8:54:00 AM,66,1,1,vagans,Female,GENALB,,,
Nachusa2020_5070,8/18/2020,sanders_unit,5,CRD,8:31:00 AM,8:54:00 AM,66,1,1,fervidus,Male,DAUCAR,,,"no flower, crawling on stem"
Nachusa2020_5071,8/18/2020,sanders_unit,5,CRD,8:31:00 AM,8:54:00 AM,66,1,1,impatiens,Female,GENALB,,,
Nachusa2020_5072,8/18/2020,sanders_unit,5,CRD,8:31:00 AM,8:54:00 AM,66,1,1,rufocinctus,Male,ALLCER,,,
Nachusa2020_5073,8/20/2020,hook_larson,7,CRD,9:24:00 AM,9:48:00 AM,70,1,1,griseocollis,Male,TRIPRA,,,
Nachusa2020_5074,8/20/2020,hook_larson,7,CRD,9:24:00 AM,9:48:00 AM,70,1,1,griseocollis,Male,TRIPRA,,,
Nachusa2020_5075,8/20/2020,hook_larson,7,CRD,9:24:00 AM,9:48:00 AM,70,1,1,griseocollis,Male,MONFIS,,,
Nachusa2020_5076,8/20/2020,hook_larson,7,CRD,9:24:00 AM,9:48:00 AM,70,1,1,griseocollis,Male,MONFIS,,,
Nachusa2020_5077,8/20/2020,hook_larson,7,CRD,9:24:00 AM,9:48:00 AM,70,1,1,griseocollis,Male,MONFIS,,,
Nachusa2020_5078,8/20/2020,hook_larson,7,CRD,9:24:00 AM,9:48:00 AM,70,1,1,griseocollis,Male,MONFIS,,,
Nachusa2020_5079,8/20/2020,hook_larson,7,CRD,9:24:00 AM,9:48:00 AM,70,1,1,griseocollis,Male,MONFIS,,,
Nachusa2020_5080,8/20/2020,hook_larson,7,CRD,9:24:00 AM,9:48:00 AM,70,1,1,griseocollis,Male,MONFIS,,,
Nachusa2020_5081,8/20/2020,hook_larson,7,CRD,9:24:00 AM,9:48:00 AM,70,1,1,griseocollis,Male,MONFIS,,,
Nachusa2020_5082,8/20/2020,hook_larson,7,CRD,9:24:00 AM,9:48:00 AM,70,1,1,griseocollis,Male,MONFIS,,,
Nachusa2020_5083,8/20/2020,hook_larson,7,CRD,9:24:00 AM,9:48:00 AM,70,1,1,griseocollis,Male,MONFIS,,,
Nachusa2020_5084,8/20/2020,hook_larson,7,CRD,9:24:00 AM,9:48:00 AM,70,1,1,griseocollis,Male,MONFIS,,,
Nachusa2020_5085,8/20/2020,hook_larson,7,CRD,9:24:00 AM,9:48:00 AM,70,1,1,griseocollis,Male,MONFIS,,,
Nachusa2020_5086,8/20/2020,hook_larson,7,CRD,9:24:00 AM,9:48:00 AM,70,1,1,griseocollis,Male,MONFIS,,,
Nachusa2020_5087,8/20/2020,hook_larson,7,CRD,9:24:00 AM,9:48:00 AM,70,1,1,griseocollis,Male,MONFIS,,,
Nachusa2020_5088,8/20/2020,hook_larson,7,CRD,9:24:00 AM,9:48:00 AM,70,1,1,griseocollis,Male,MONFIS,,,
Nachusa2020_5089,8/20/2020,hook_larson,7,CRD,9:24:00 AM,9:48:00 AM,70,1,1,griseocollis,Male,MONFIS,,,
Nachusa2020_5090,8/20/2020,hook_larson,7,CRD,9:24:00 AM,9:48:00 AM,70,1,1,griseocollis,Male,MONFIS,,,
Nachusa2020_5091,8/20/2020,hook_larson,7,CRD,9:24:00 AM,9:48:00 AM,70,1,1,griseocollis,Male,MONFIS,,,
Nachusa2020_5092,8/20/2020,hook_larson,7,CRD,9:24:00 AM,9:48:00 AM,70,1,1,griseocollis,Male,MONFIS,,,
Nachusa2020_5093,8/20/2020,hook_larson,7,CRD,9:24:00 AM,9:48:00 AM,70,1,1,griseocollis,Male,MONFIS,,,
Nachusa2020_5094,8/20/2020,hook_larson,7,CRD,9:24:00 AM,9:48:00 AM,70,1,1,griseocollis,Male,MONFIS,,,
Nachusa2020_5095,8/20/2020,hook_larson,7,CRD,9:24:00 AM,9:48:00 AM,70,1,1,griseocollis,Male,MONFIS,,,
Nachusa2020_5096,8/20/2020,hook_larson,7,CRD,9:24:00 AM,9:48:00 AM,70,1,1,griseocollis,Male,MONFIS,,,
Nachusa2020_5097,8/20/2020,hook_larson,7,CRD,9:24:00 AM,9:48:00 AM,70,1,1,griseocollis,Male,CIRDIS,,,
Nachusa2020_5098,8/20/2020,hook_larson,7,CRD,9:24:00 AM,9:48:00 AM,70,1,1,griseocollis,Male,CIRDIS,,,
Nachusa2020_5099,8/20/2020,hook_larson,7,CRD,9:24:00 AM,9:48:00 AM,70,1,1,griseocollis,Male,CIRDIS,,,
Nachusa2020_5100,8/20/2020,hook_larson,7,CRD,9:24:00 AM,9:48:00 AM,70,1,1,griseocollis,Male,CIRDIS,,,
Nachusa2020_5101,8/20/2020,hook_larson,7,CRD,9:24:00 AM,9:48:00 AM,70,1,1,griseocollis,Male,CIRDIS,,,
Nachusa2020_5102,8/20/2020,hook_larson,7,CRD,9:24:00 AM,9:48:00 AM,70,1,1,griseocollis,Male,CIRDIS,,,
Nachusa2020_5103,8/20/2020,hook_larson,7,CRD,9:24:00 AM,9:48:00 AM,70,1,1,griseocollis,Male,CIRDIS,,,
Nachusa2020_5104,8/20/2020,hook_larson,7,CRD,9:24:00 AM,9:48:00 AM,70,1,1,griseocollis,Male,CIRDIS,,,
Nachusa2020_5105,8/20/2020,hook_larson,7,CRD,9:24:00 AM,9:48:00 AM,70,1,1,griseocollis,Male,CIRDIS,,,
Nachusa2020_5106,8/20/2020,hook_larson,7,CRD,9:24:00 AM,9:48:00 AM,70,1,1,griseocollis,Male,CIRDIS,,,
Nachusa2020_5107,8/20/2020,hook_larson,7,CRD,9:24:00 AM,9:48:00 AM,70,1,1,griseocollis,Male,CIRDIS,,,
Nachusa2020_5108,8/20/2020,hook_larson,7,CRD,9:24:00 AM,9:48:00 AM,70,1,1,griseocollis,Male,CIRDIS,,,
Nachusa2020_5109,8/20/2020,hook_larson,7,CRD,9:24:00 AM,9:48:00 AM,70,1,1,griseocollis,Male,CIRDIS,,,
Nachusa2020_5110,8/20/2020,hook_larson,7,CRD,9:24:00 AM,9:48:00 AM,70,1,1,griseocollis,Female,MONFIS,,,
Nachusa2020_5111,8/20/2020,hook_larson,7,CRD,9:24:00 AM,9:48:00 AM,70,1,1,griseocollis,Female,MONFIS,,,
Nachusa2020_5112,8/20/2020,hook_larson,7,CRD,9:24:00 AM,9:48:00 AM,70,1,1,griseocollis,Female,MONFIS,,,
Nachusa2020_5113,8/20/2020,hook_larson,7,CRD,9:24:00 AM,9:48:00 AM,70,1,1,impatiens,Male,MONFIS,,,
Nachusa2020_5114,8/20/2020,hook_larson,7,CRD,9:24:00 AM,9:48:00 AM,70,1,1,impatiens,Female,MONFIS,,,
Nachusa2020_5115,8/20/2020,hook_larson,7,CRD,9:24:00 AM,9:48:00 AM,70,1,1,impatiens,Female,MONFIS,,,
Nachusa2020_5116,8/20/2020,hook_larson,7,CRD,9:24:00 AM,9:48:00 AM,70,1,1,impatiens,Female,MONFIS,,,
Nachusa2020_5117,8/20/2020,hook_larson,7,CRD,9:24:00 AM,9:48:00 AM,70,1,1,impatiens,Female,MONFIS,,,
Nachusa2020_5118,8/20/2020,hook_larson,7,CRD,9:24:00 AM,9:48:00 AM,70,1,1,impatiens,Female,MONFIS,,,
Nachusa2020_5119,8/20/2020,hook_larson,7,CRD,9:24:00 AM,9:48:00 AM,70,1,1,impatiens,Female,MONFIS,,,
Nachusa2020_5120,8/20/2020,hook_larson,7,CRD,9:24:00 AM,9:48:00 AM,70,1,1,impatiens,Female,MONFIS,,,
Nachusa2020_5121,8/20/2020,hook_larson,7,CRD,9:24:00 AM,9:48:00 AM,70,1,1,impatiens,Female,MONFIS,,,
Nachusa2020_5122,8/20/2020,hook_larson,7,CRD,9:24:00 AM,9:48:00 AM,70,1,1,impatiens,Female,MONFIS,,,
Nachusa2020_5123,8/20/2020,hook_larson,7,CRD,9:24:00 AM,9:48:00 AM,70,1,1,impatiens,Female,MONFIS,,,
Nachusa2020_5124,8/20/2020,hook_larson,7,CRD,9:24:00 AM,9:48:00 AM,70,1,1,impatiens,Female,MONFIS,,,
Nachusa2020_5125,8/20/2020,hook_larson,7,CRD,9:24:00 AM,9:48:00 AM,70,1,1,impatiens,Female,MONFIS,,,
Nachusa2020_5126,8/20/2020,hook_larson,7,CRD,9:24:00 AM,9:48:00 AM,70,1,1,auricomus,Male,CIRDIS,,,
Nachusa2020_5127,8/20/2020,hook_larson,7,CRD,9:24:00 AM,9:48:00 AM,70,1,1,auricomus,Male,CIRDIS,,,
Nachusa2020_5128,8/20/2020,hook_larson,7,CRD,9:24:00 AM,9:48:00 AM,70,1,1,auricomus,Male,CIRDIS,,,
Nachusa2020_5129,8/20/2020,hook_larson,7,CRD,9:24:00 AM,9:48:00 AM,70,1,1,auricomus,Male,CIRDIS,,,
Nachusa2020_5130,8/20/2020,hook_larson,7,CRD,9:24:00 AM,9:48:00 AM,70,1,1,auricomus,Female,CIRDIS,,,
Nachusa2020_5131,8/20/2020,hook_larson,7,CRD,9:24:00 AM,9:48:00 AM,70,1,1,auricomus,Female,CIRDIS,,,
Nachusa2020_5132,8/20/2020,hook_larson,7,CRD,9:24:00 AM,9:48:00 AM,70,1,1,auricomus,Female,CIRDIS,,,
